LncRNA_ID	LncRNA_Name	ICLIP_EZH2_Raw_TagCount	ICLIP_EZH2_Norm_TagCount	Chrom	Strand	Start	End	Source	Length
NR_027253	LOC285696	3	3.207	chr5	-	17130136	17217531	RefSeq_NR	3316
ENST00000513155	RP11-234K19.1	3	3.207	chr4	+	80517695	80518327	Ensembl	355
ENST00000416842	AP001042.1	3	3.207	chr21	+	40218170	40220568	Ensembl	487
ENST00000488511	RP11-7F17.1	3	3.207	chr14	+	77435025	77435489	Ensembl	344
ENST00000504620	CTC-806A22.1	3	3.207	chr5	-	144717494	144761233	Ensembl	530
uc003wwe.3	LOC340357	3	3.207	chr8	-	12623571	12668910	UCSC_kg	956
ENST00000424181	RP11-160H22.3	3	3.207	chr1	+	173991646	173992123	Ensembl	335
ENST00000446263	RP11-10B2.2	3	3.207	chrX	+	125606710	125606867	Ensembl	157
ENST00000424862	RP3-477M7.5	3	3.207	chr1	-	8967505	8967803	Ensembl	298
ENST00000425891	RP11-526A4.1	3	3.207	chr4	-	150351086	150736980	Ensembl	1855
AY927537		3	3.207	chrX	-	106219838	106236577	RNAdb	943
G43015		3	3.207	chr18	-	32469102	32469367	predicted	265
ENST00000419863	RP5-1164C1.2	3	3.207	chr20	+	4456284	4505846	Ensembl	168
AB096255		3	3.207	chr11	-	101867787	101871790	predicted	493
ENST00000439490	AC007241.3	3	3.207	chrY	-	20456872	20457264	Ensembl	392
ENST00000333482	CTC-505O3.3	3	3.207	chr5	-	115027158	115027864	Ensembl	706
ENST00000436848	RP4-568F9.3	3	3.207	chr20	-	18294408	18295755	Ensembl	258
G36893		3	3.207	chr1	+	11192005	11192432	predicted	427
ENST00000414230	RP11-390F4.9	3	3.207	chr9	-	6734490	6735076	Ensembl	586
NR_027462	SHBG	3	3.207	chr17	+	7531286	7536700	RefSeq_NR	1311
ENST00000448365	AC078842.4	3	3.207	chr7	+	137009489	137010564	Ensembl	488
ENST00000494149	RP11-34P13.11	3	3.207	chr1	-	135246	138039	Ensembl	1231
ENST00000414677	RP5-828H9.3	3	3.207	chr20	-	5412637	5413249	Ensembl	442
uc002xwp.1	AK056432	3	3.207	chr20	-	52015466	52120860	UCSC_kg	1874
ENST00000394535	RP13-192B19.1	3	3.207	chrX	-	120997541	120998049	Ensembl	501
ENST00000415119	RP11-141J10.2	2	2.138	chr9	+	73340955	73345772	Ensembl	337
G36950		2	2.138	chr18	-	7957804	7958205	predicted	401
ENST00000477729	RP11-745A24.2	2	2.138	chr15	+	60696661	60697159	Ensembl	498
ENST00000430123	RP11-354K1.1	2	2.138	chr1	+	211813149	211827518	Ensembl	357
ENST00000413190	RPS3AP1	2	2.138	chr21	-	21802754	21803074	Ensembl	320
BX648950		2	2.138	chr8	+	28916369	28922453	predicted	6188
ENST00000415709	CRYBB2P1	2	2.138	chr22	+	25851678	25855648	Ensembl	538
ENST00000503994	RP11-175M2.1	2	2.138	chr5	-	55046033	55046229	Ensembl	196
ENST00000444526	AC092601.1	2	2.138	chr2	-	167746011	167746394	Ensembl	383
uc010lnm.2	FLJ40852	2	2.138	chr7	-	141404137	141438030	UCSC_kg	2526
NR_003012	SCARNA11	2	2.138	chr12	-	6690638	6690775	RefSeq_NR	137
U61091		2	2.138	chr2	-	173288534	173288901	predicted	366
ENST00000512406	RP11-480D4.2	2	2.138	chr5	-	8387750	8457677	Ensembl	440
uc010mng.1	AK308561	2	2.138	chr9	-	66454656	66457142	UCSC_kg	640
ENST00000425857	AC010154.2	2	2.138	chrY	-	6361016	6364798	Ensembl	269
ENST00000456036	RP11-456H18.1	2	2.138	chr6	-	11990575	11992245	Ensembl	276
ENST00000450040	RP11-543B16.3	2	2.138	chr1	-	211355497	211356446	Ensembl	116
G43296		2	2.138	chr1	+	156374087	156374343	predicted	256
ENST00000418524	RP11-69C17.4	2	2.138	chr10	-	2211333	2218626	Ensembl	298
ENST00000454088	ATP5A1P6	2	2.138	chr9	+	44558937	44560285	Ensembl	1348
ENST00000418010	RP11-484D4.3	2	2.138	chr1	-	85101840	85102789	Ensembl	247
ENST00000432156	RP11-427P5.2	2	2.138	chr3	+	46839612	46839880	Ensembl	268
ENST00000503587	RP11-500G9.1	2	2.138	chr4	+	44535631	44535897	Ensembl	266
ENST00000441029	RP4-553F4.2	2	2.138	chr20	-	32316736	32319634	Ensembl	401
ENST00000510945	RP11-390C19.1	2	2.138	chr4	-	29909280	29909413	Ensembl	133
ENST00000411226	AL138815.2	2	2.138	chr13	-	26524841	26524959	Ensembl	118
G43145		2	2.138	chr10	-	60828348	60828604	predicted	256
uc003jwt.1	CR617371	2	2.138	chr5	+	68765679	68766014	UCSC_kg	335
ENST00000444357	AL589743.2	2	2.138	chr14	-	19670905	19686002	Ensembl	552
HIT000192336		2	2.138	chr8	+	141440152	141440362	HinvDB	210
ENST00000443337	AC064868.1	2	2.138	chr2	-	52002395	52002540	Ensembl	145
G42907		2	2.138	chr19	-	55998786	55998912	predicted	126
HIT000255614		2	2.138	chr12	-	56776691	56777606	HinvDB	918
ENST00000412553	RP5-1068E13.3	2	2.138	chr20	-	18768294	18774637	Ensembl	1713
ENST00000499853	RP11-529F4.1	2	2.138	chr3	+	129100140	129112992	Ensembl	517
ENST00000458149	AC017099.3	2	2.138	chr2	+	98286238	98317787	Ensembl	814
ENST00000425609	RP11-460G11.1	2	2.138	chr13	+	43732766	43733602	Ensembl	547
ENST00000440009	RP11-276E15.4	2	2.138	chr9	-	115511181	115512736	Ensembl	420
G43505		2	2.138	chrX	-	154467652	154467777	predicted	125
AJ011598		2	2.138	chr11	+	28373636	28373861	predicted	225
NR_027006	LOC400891	2	2.138	chr22	+	21400248	21418455	RefSeq_NR	5153
ENST00000410325	AC095058.1	2	2.138	chr4	+	45997135	45997440	Ensembl	305
ENST00000464405	TRBC1	2	2.138	chr7	+	142486533	142518752	Ensembl	870
ENST00000418418	AC015726.1	2	2.138	chr17	+	19743438	19743828	Ensembl	390
ENST00000429916	AC079150.3	2	2.138	chr2	+	154194218	154213936	Ensembl	357
ENST00000392301	AB019441.29	2	2.138	chr14	-	106444606	106445233	Ensembl	627
ENST00000436698	RP11-548K12.10	2	2.138	chr7	+	57879524	57880333	Ensembl	278
ENST00000488846	RP11-305M3.3	2	2.138	chr7	+	129142632	129152479	Ensembl	424
ENST00000432165	XXbac-BPG248L24.11	2	2.138	chr6	+	31351823	31352193	Ensembl	370
ENST00000417984	RP11-409K20.7	2	2.138	chr9	-	132645971	132646449	Ensembl	341
ENST00000507398	CTC-281M20.4	2	2.138	chr5	+	174413297	174414053	Ensembl	342
ENST00000438841	Z84721.4	2	2.138	chr16	+	218677	219333	Ensembl	372
ENST00000438001	AC083822.2	2	2.138	chr3	+	196150192	196150393	Ensembl	201
ENST00000433521	RP4-682C21.5	2	2.138	chr1	-	76175699	76189696	Ensembl	861
ENST00000411746	AL583842.3	2	2.138	chr1	+	142619122	142729975	Ensembl	649
ENST00000436055	RP11-262H14.6	2	2.138	chr9	-	66489293	66489918	Ensembl	625
ENST00000425251	VN2R5P	2	2.138	chr9	-	40371837	40394460	Ensembl	1600
ENST00000401798	RP11-592N21.1	2	2.138	chr15	-	71633465	71634080	Ensembl	615
ENST00000363894	AC096772.2	2	2.138	chr2	+	208552683	208552783	Ensembl	100
NR_026814	C8orf12	2	2.138	chr8	+	11225910	11296166	RefSeq_NR	1222
ENST00000404972	RSL24D1P1	2	2.138	chr6	-	27748398	27748890	Ensembl	492
ENST00000429409	RP11-252P18.1	2	2.138	chr7	+	65469003	65469124	Ensembl	121
ENST00000493458	AC009120.3	2	2.138	chr16	-	74346506	74347288	Ensembl	463
ENST00000447965	RP11-323D18.5	2	2.138	chr1	+	242079377	242079846	Ensembl	469
ENST00000414123	RP11-444I9.2	2	2.138	chr10	+	64981914	64982805	Ensembl	891
uc001tsw.2	C12orf47	2	2.138	chr12	-	112277573	112280706	UCSC_kg	1955
NR_003064	PYY2	2	2.138	chr17	+	26553588	26555083	RefSeq_NR	1071
L37703		2	2.138	chr2	-	74225470	74225673	predicted	210
ENST00000435726	RP11-69D4.3	2	2.138	chr10	-	5017973	5018398	Ensembl	370
G30692		2	2.138	chr7	+	5655552	5655782	predicted	230
ENST00000420479	RP11-368M16.1	2	2.138	chr7	+	57659499	57669810	Ensembl	303
ENST00000425391	RP11-781P14.3	2	2.138	chr10	-	121829491	121829671	Ensembl	180
AK055142		2	2.138	chr12	+	50222325	50234235	RNAdb	2387
AB002448		2	2.138	chr5	-	114539717	114540652	NRED	1270
ENST00000403051	RP3-433F14.2	2	2.138	chr6	+	92436876	92437032	Ensembl	156
ENST00000502521	RP11-933H2.4	2	2.138	chr3	-	131043935	131100319	Ensembl	1978
ENST00000423458	RP11-453N3.1	2	2.138	chr10	-	39055225	39055622	Ensembl	397
ENST00000448546	RP11-140C18.2	2	2.138	chr9	-	5193338	5193558	Ensembl	220
G43222		2	2.138	chr14	-	67851744	67852000	predicted	256
NR_002570	CYP2D7P1	2	2.138	chr22	-	42536215	42540575	RefSeq_NR	1680
ENST00000422062	RP11-444M10.1	2	2.138	chr1	+	157899320	157912986	Ensembl	794
ENST00000424657	RP3-395M20.2	2	2.138	chr1	-	2423738	2424697	Ensembl	455
ENST00000483650	RP11-548O1.3	2	2.138	chr3	-	138656749	138662845	Ensembl	865
ENST00000489727	RP11-515C16.1	2	2.138	chr5	+	139988669	139988985	Ensembl	316
G36691		2	2.138	chr11	+	103776249	103776707	predicted	458
ENST00000515186	RP11-689P11.3	2	2.138	chr4	-	8455136	8456669	Ensembl	664
ENST00000451124	RP11-295O23.2	2	2.138	chr10	+	118168767	118168987	Ensembl	220
AF086474		2	2.138	chr12	+	76965096	76965587	predicted	501
ENST00000514103	RP11-1J7.1	2	2.138	chr4	+	11916290	11921312	Ensembl	423
ENST00000420820	CROCCL2	2	2.138	chr1	-	16802410	16817802	Ensembl	1947
ENST00000514859	RP11-63H19.5	2	2.138	chr4	-	65476333	65476627	Ensembl	294
ENST00000419120	RP11-160N1.3	2	2.138	chr9	-	44873651	44873997	Ensembl	346
ENST00000364626	AC004664.1	2	2.138	chr4	-	5460307	5460608	Ensembl	301
ENST00000452851	AL031601.1	2	2.138	chr10	-	42775181	42777267	Ensembl	2086
ENST00000435658	RP11-459O16.5	2	2.138	chr9	-	66366965	66367990	Ensembl	509
ENST00000455354	AF042090.2	2	2.138	chr21	+	41755009	41757285	Ensembl	1282
AX750576		2	2.138	chr17	+	66263169	66263537	RNAdb	368
NR_026945	LOC257358	2	2.138	chr5	+	169758434	169762104	RefSeq_NR	2204
ENST00000441316	RP4-756G23.5	2	2.138	chr22	-	41605125	41613631	Ensembl	2500
ENST00000420873	C11orf36	2	2.138	chr11	+	3239561	3244361	Ensembl	1879
ENST00000366136	RP11-375H19.2	2	2.138	chr1	+	166050419	166056720	Ensembl	594
ENST00000445314	AC007000.12	2	2.138	chr7	-	76682094	76688755	Ensembl	939
uc001npw.1	AB231761	2	2.138	chr11	+	60501076	60506416	UCSC_kg	143
ENST00000384432	AC013406.3	2	2.138	chr2	-	148229700	148229811	Ensembl	111
ENST00000412241	RP4-568F9.6	2	2.138	chr20	-	18304298	18339903	Ensembl	455
AK055023		2	2.138	chr10	-	72689681	72695453	predicted	1974
AF093744		2	2.138	chrX	+	131337053	131337410	predicted	449
uc002zsc.3	LOC375133	2	2.138	chr22	-	20383730	20427848	UCSC_kg	2113
ENST00000451959	AC131180.3	2	2.138	chr2	-	132056792	132058017	Ensembl	1225
NR_003227	AFG3L1	2	2.138	chr16	+	90038987	90063028	RefSeq_NR	2947
NR_003291	LOC348840	2	2.138	chr3	-	197784403	197807542	RefSeq_NR	2925
ENST00000455534	MYBAS	2	2.138	chr6	-	135516220	135517133	Ensembl	449
ENST00000431968	RP3-477M7.6	2	2.138	chr1	+	8969818	8969965	Ensembl	147
uc011mlh.1	RNU12	2	2.138	chrX	+	46991712	46992256	UCSC_kg	544
uc010rqh.1	AK294004	2	2.138	chr11	-	69467843	69469178	UCSC_kg	497
ENST00000438895	RP5-1087E8.2	2	2.138	chr1	-	227145769	227145968	Ensembl	199
HIT000067275		2	2.138	chr18	-	20504868	20505362	HinvDB	495
ENST00000482174	RP11-377D9.1	2	2.138	chr12	-	13174198	13174537	Ensembl	339
uc001kpt.2	chromosome 10 open reading frame 139	2	2.138	chr10	+	101286704	101288223	UCSC_kg	730
ENST00000515242	AC215219.2	2	2.138	chr12	-	91212	93735	Ensembl	1643
NR_026810	FAM106C	2	2.138	chr17	+	16692056	16693815	RefSeq_NR	1759
ENST00000423721	RP11-533E19.2	2	2.138	chr1	-	179895775	179910931	Ensembl	448
G43635		2	2.138	chr3	+	185814980	185815081	predicted	101
G49383		2	2.138	chr7	-	116519911	116520296	predicted	385
ENST00000418461	AC006335.9	2	2.138	chrY	-	6171997	6173115	Ensembl	509
AF067777		2	2.138	chr2	-	105473507	105473658	RNAdb	201
ENST00000434057	RP11-517P14.6	2	2.138	chr10	+	43977223	43978457	Ensembl	1234
ENST00000393071	AC013474.3	2	2.138	chr2	-	127315006	127315739	Ensembl	732
AY295762		2	2.138	chr9	-	2192966	2193572	RNAdb	609
ENST00000503668	HULC	2	2.138	chr6	+	8652369	8654079	Ensembl	556
NR_028295	NCRNA00029	2	2.138	chr20	-	61665569	61668380	RefSeq_NR	1764
uc002zuh.2	LOC400891	2	2.138	chr22	+	21400248	21418455	UCSC_kg	4801
ENST00000456605	AC027612.2	2	2.138	chr2	-	91872472	91873910	Ensembl	1438
ENST00000417585	AC006335.12	2	2.138	chrY	-	6182795	6184282	Ensembl	410
ENST00000505659	RP11-93O7.1	2	2.138	chr5	-	123556271	123556770	Ensembl	499
ENST00000426340	RP11-523H24.4	2	2.138	chr13	+	20252829	20253837	Ensembl	263
ENST00000459811	RP11-298O21.4	2	2.138	chr3	+	167606201	167606503	Ensembl	302
ENST00000404609	RP3-393E18.1	2	2.138	chr6	-	159947079	159947560	Ensembl	481
G43307		2	2.138	chr21	+	35819007	35819133	predicted	126
ENST00000421500	RP11-310H4.2	2	2.138	chr7	+	55659766	55660886	Ensembl	939
ENST00000449111	RP13-507I23.1	2	2.138	chrX	+	149106845	149392815	Ensembl	3414
ENST00000507455	RP11-468N14.1	2	2.138	chr4	+	69679712	69680445	Ensembl	733
ENST00000440420	AC005094.2	2	2.138	chr7	-	21440537	21441231	Ensembl	368
ENST00000394895	RP11-363D24.2	2	2.138	chr9	-	110220318	110220587	Ensembl	267
ENST00000410274	AC024132.1	2	2.138	chr4	-	27224940	27225049	Ensembl	109
NR_024494	LOC644165	2	2.138	chr22	+	25028881	25049326	RefSeq_NR	1428
ENST00000413405	RP11-534G20.3	2	2.138	chr10	+	29698467	29776674	Ensembl	767
ENST00000414742	RP11-504P24.5	2	2.138	chr1	-	224218405	224222758	Ensembl	246
ENST00000437546	RP1-169K13.1	2	2.138	chrX	+	117262710	117262981	Ensembl	271
ENST00000433876	RP4-633I8.4	2	2.138	chr1	+	8865918	8867110	Ensembl	353
ENST00000455196	AC022202.8	2	2.138	chr7	-	63904179	63905120	Ensembl	941
AF086501		2	2.138	chr20	-	3904036	3904502	predicted	475
ENST00000512642	CTD-2083E4.6	2	2.138	chr5	-	269972	271631	Ensembl	522
ENST00000412637	AC006461.2	2	2.138	chr2	+	72515913	72516239	Ensembl	326
ENST00000517154	AP001254.1	2	2.138	chr21	+	21728964	21729208	Ensembl	244
ENST00000384398	AC091180.2	2	2.138	chr17	-	47494105	47494212	Ensembl	107
ENST00000456044	RP11-545M8.3	2	2.138	chr13	-	27591690	27592046	Ensembl	356
ENST00000516549	AC018953.1	2	2.138	chr8	-	64521911	64522158	Ensembl	247
ENST00000410516	AC008393.1	2	2.138	chr5	+	179272831	179273152	Ensembl	321
ENST00000480271	RP11-494M8.1	2	2.138	chr11	+	7805243	7805954	Ensembl	711
ENST00000497656	RP11-223A2.1	2	2.138	chr4	-	58219164	58219495	Ensembl	331
ENST00000469148	RP11-204J18.2	2	2.138	chr3	-	62246539	62248415	Ensembl	352
ENST00000426065	RP13-24G8.2	2	2.138	chrX	+	90677307	90677535	Ensembl	228
ENST00000438478	RP11-3P17.3	2	2.138	chr3	-	161146914	161148664	Ensembl	477
ENST00000364924	AC024028.1	2	2.138	chr7	+	3038727	3039028	Ensembl	301
ENST00000333301	AL928768.1	2	2.138	chr14	-	106166152	106167180	Ensembl	1020
ENST00000448483	RP1-190I16.2	2	2.138	chr1	+	169959207	169959336	Ensembl	129
ENST00000445646	RP11-363G2.4	2	2.138	chr13	+	23426134	23426991	Ensembl	533
M28219		2	2.138	chr19	+	11234004	11242821	NRED	282
ENST00000439454	RP11-527N12.1	2	2.138	chr13	-	63757233	63801189	Ensembl	348
ENST00000503717	CTD-2266L18.1	2	2.138	chr5	-	90326806	90327124	Ensembl	318
H88273		2	2.138	chr11	+	2696558	2696886	RNAdb	327
ENST00000411632	XX-2136C48.7	2	2.138	chr10	+	135505634	135505917	Ensembl	283
ENST00000447237	RP1-239K6.1	2	2.138	chr6	+	19043979	19061067	Ensembl	197
ENST00000363867	AL355490.1	2	2.138	chr10	-	99180951	99181064	Ensembl	113
uc010bkj.1	BC150507	2	2.138	chr15	-	75288944	75289555	UCSC_kg	611
G42967		2	2.138	chr12	-	16187552	16187678	predicted	126
ENST00000433066	AC007050.9	2	2.138	chr22	-	20992647	20993422	Ensembl	483
ENST00000425071	AC010082.1	2	2.138	chr7	+	18191397	18367235	Ensembl	471
ENST00000415033	RP11-139H14.3	2	2.138	chr13	+	46669027	46687467	Ensembl	644
ENST00000458661	RP11-443A13.5	2	2.138	chr10	+	78737455	78738351	Ensembl	259
ENST00000432400	AC009892.5	2	2.138	chr19	+	55119336	55119843	Ensembl	319
ENST00000406602	RP11-277I20.2	2	2.138	chr6	-	145027868	145028183	Ensembl	315
NR_026762	C10orf75	2	2.138	chr10	+	102133332	102148110	RefSeq_NR	1003
ENST00000439929	AC092933.3	2	2.138	chr3	+	196263402	196263573	Ensembl	171
ENST00000505162	CTC-327F10.4	2	2.138	chr5	+	147266674	147267267	Ensembl	593
ENST00000448529	RP11-389K14.2	2	2.138	chr9	+	92994466	92995423	Ensembl	957
ENST00000412957	AC005041.9	2	2.138	chr2	+	74612650	74620023	Ensembl	1273
BC018035		2	2.138	chr17	-	43921245	43972139	NRED	458
AF242771		2	2.138	chr12	-	65089970	65090330	predicted	369
ENST00000330110	RP11-321E2.6	2	2.138	chr5	+	17498339	17498936	Ensembl	597
ENST00000413752	RP4-666O22.1	2	2.138	chr1	-	47963563	47964011	Ensembl	448
ENST00000418377	RP11-261C10.3	2	2.138	chr1	-	243219130	243221165	Ensembl	1715
ENST00000431625	AC093813.1	2	2.138	chr7	+	156057693	156058961	Ensembl	1266
ENST00000418278	AC023274.6	2	2.138	chrY	+	26328623	26329218	Ensembl	595
AK125207		2	2.138	chr2	+	135208420	135212191	NRED	3771
NR_027812	PTGES2	2	2.138	chr9	-	130882972	130890712	RefSeq_NR	1549
AJ227864		2	2.138	chrX	-	114823073	114823515	predicted	442
HIT000336488		2	2.138	chr15	+	100340199	100341495	HinvDB	576
ENST00000426374	RP1-135L22.1	2	2.138	chr6	+	21354641	21355527	Ensembl	387
ENST00000392714	AL133367.2	2	2.138	chr14	-	103830590	103831157	Ensembl	561
ENST00000468701	RP11-476M19.1	2	2.138	chr12	+	3578115	3578462	Ensembl	347
ENST00000365625	AL513168.1	2	2.138	chrX	-	49935840	49935941	Ensembl	101
ENST00000446556	COX7CP1	2	2.138	chr13	-	49761614	49761806	Ensembl	192
ENST00000510597	RP11-722M1.1	2	2.138	chr4	-	36498158	36643522	Ensembl	776
ENST00000510507	RAC1P5	2	2.138	chr4	+	110476325	110476887	Ensembl	562
ENST00000456587	RP4-651E10.4	2	2.138	chr1	-	87036863	87158886	Ensembl	522
ENST00000424633	RPL12L3	2	2.138	chr20	-	19804086	19804587	Ensembl	501
G30770		2	2.138	chr7	+	151103812	151104106	predicted	294
ENST00000448806	RP11-20O12.1	2	2.138	chr13	+	76587158	76588637	Ensembl	277
ENST00000508480	RP11-432M8.19	2	2.138	chr5	-	17670276	17670680	Ensembl	404
ENST00000410242	AP001178.1	2	2.138	chr18	-	586516	586850	Ensembl	334
ENST00000516854	AC124073.1	2	2.138	chr8	+	36124002	36124282	Ensembl	280
uc001oqd.1	BC131767	2	2.138	chr11	+	70449407	70450961	UCSC_kg	1554
ENST00000447438	AC018865.9	2	2.138	chr2	+	130794530	130795995	Ensembl	1042
ENST00000363031	AC104066.2	2	2.138	chr4	+	53652703	53652805	Ensembl	102
ENST00000411665	RP11-393N4.1	2	2.138	chr3	-	174020733	174021077	Ensembl	344
ENST00000444266	AC007403.1	2	2.138	chr2	-	67148641	67149589	Ensembl	397
ENST00000435156	RP11-203P2.2	2	2.138	chr13	-	78849854	78851649	Ensembl	342
ENST00000511174	RP11-60A8.2	2	2.138	chr5	+	72633732	72634360	Ensembl	301
ENST00000457151	AC073869.8	2	2.138	chr2	-	132139412	132140070	Ensembl	658
G36450		2	2.138	chr5	+	39389981	39390442	predicted	461
ENST00000448271	RP11-111F16.2	2	2.138	chrX	+	110862035	110862322	Ensembl	287
M21536		2	2.138	chr21	-	39751962	39752272	NRED	313
AY312372		2	2.138	chr7	-	34656519	34797884	RNAdb	376
ENST00000424493	AC024560.2	2	2.138	chr3	-	197387435	197392628	Ensembl	1471
NR_029399	LOC440839	2	2.138	chr2	-	113917420	114205429	RefSeq_NR	1188
ENST00000449531	RP11-527D15.1	2	2.138	chr9	+	9799422	9803784	Ensembl	383
ENST00000478962	AC135999.2	2	2.138	chr15	-	27096278	27096757	Ensembl	479
ENST00000446748	RP13-470G3.2	2	2.138	chrX	-	67865167	67865369	Ensembl	202
ENST00000439311	AC005007.3	2	2.138	chr7	-	11046025	11046503	Ensembl	478
ENST00000453567	AC016753.7	2	2.138	chr2	-	85718052	85718903	Ensembl	851
AF086421		2	2.138	chr6	+	168775376	168776032	predicted	666
BC127829		2	2.138	chr8	-	97072452	97072680	predicted	248
ENST00000448842	AC125238.3	2	2.138	chr2	-	204536897	204537146	Ensembl	249
AF086367		2	2.138	chr5	-	169673244	169673861	predicted	630
AF308155		2	2.138	chr19	+	45417576	45418151	RNAdb	205
ENST00000440618	RP11-368M16.5	2	2.138	chr7	+	57710226	57710560	Ensembl	334
ENST00000354771	UBE2Q2P1	2	2.138	chr15	-	85070011	85114335	Ensembl	1282
ENST00000414733	RP5-1114G22.1	2	2.138	chr1	+	175266215	175266377	Ensembl	162
AK026723		2	2.138	chr7	-	29689167	29690090	NRED	2003
G65639		2	2.138	chr5	-	50261140	50261372	predicted	232
ENST00000510857	CTD-2011G17.1	2	2.138	chr5	+	29796044	29796375	Ensembl	331
ENST00000431399	RP11-112L15.4	2	2.138	chr6	+	114437279	114453467	Ensembl	343
ENST00000455540	RP1-81F6.1	2	2.138	chr1	-	171413822	171414102	Ensembl	280
ENST00000415333	AC008060.5	2	2.138	chr7	+	155302977	155311318	Ensembl	468
ENST00000381106	RP11-706O15.5	2	2.138	chrX	-	3820865	3838787	Ensembl	2155
ENST00000412800	GS1-278J22.2	2	2.138	chr7	-	53626906	53635942	Ensembl	437
HIT000079612		2	2.138	chr21	+	43733669	43735761	HinvDB	432
ENST00000504394	CTB-191D16.1	2	2.138	chr4	-	149862092	149863530	Ensembl	370
ENST00000426509	RP11-442J21.1	2	2.138	chr13	+	45225947	45275152	Ensembl	295
ENST00000511864	CTC-281M20.3	2	2.138	chr5	+	174353543	174353720	Ensembl	177
ENST00000446000	AC003984.1	2	2.138	chr7	+	84178521	84213638	Ensembl	349
G43640		2	2.138	chr11	+	125315695	125315944	predicted	249
U82313		2	2.138	chr13	-	26545852	26546315	predicted	463
NR_003000	SCARNA21	2	2.138	chr17	+	7809440	7809578	RefSeq_NR	138
G43609		2	2.138	chr11	+	64494433	64494604	predicted	171
ENST00000356156	AC013356.3	2	2.138	chr15	-	40697081	40697215	Ensembl	132
uc003idk.1	BC038750	2	2.138	chr4	-	120720260	120725670	UCSC_kg	533
uc003tab.2	BC038570	2	2.138	chr7	-	29553841	29603273	UCSC_kg	1426
ENST00000452114	RP11-746P2.1	2	2.138	chr7	+	64721414	64721774	Ensembl	360
ENST00000437492	AL109763.2	2	2.138	chr21	-	19933582	20132321	Ensembl	853
ENST00000423135	RP1-191J18.3	2	2.138	chr6	-	108307014	108307235	Ensembl	221
ENST00000366395	AL035659.4	2	2.138	chr22	-	41759870	41760106	Ensembl	228
ENST00000416622	RP11-329A14.2	2	2.138	chr1	-	48962934	48963408	Ensembl	474
ENST00000391698	CTD-3138B18.1	2	2.138	chr19	+	58727545	58727927	Ensembl	381
ENST00000448540	RP11-111E2.1	2	2.138	chr9	+	80195160	80195544	Ensembl	384
ENST00000422833	RP1-213J1P__B.2	2	2.138	chr22	+	28103577	28105929	Ensembl	115
uc002rwa.2	AK056077	2	2.138	chr2	-	47713159	47715691	UCSC_kg	2000
G65715		2	2.138	chr7	+	19758984	19759329	predicted	345
ENST00000436888	AC019060.1	2	2.138	chrY	-	4669725	4670889	Ensembl	1164
ENST00000515331	RP11-213L8.1	2	2.138	chr4	-	171735489	171735699	Ensembl	210
ENST00000488147	WASH5P	2	2.138	chr1	-	14403	29570	Ensembl	1351
ENST00000507509	CTC-228N24.2	2	2.138	chr5	-	127174177	127193496	Ensembl	388
ENST00000413063	RP11-323P14.2	2	2.138	chr13	-	27212585	27215501	Ensembl	356
DQ786302		2	2.138	chr15	-	20851222	20851661	predicted	466
ENST00000463420	RP11-64D22.2	2	2.138	chr3	+	151488265	151502205	Ensembl	720
ENST00000429515	AC097523.1	2	2.138	chr2	+	139036143	139036780	Ensembl	637
ENST00000471205	RP11-215P8.1	2	2.138	chr5	+	133758528	133759026	Ensembl	498
ENST00000413365	RP11-545M8.2	2	2.138	chr13	+	27551679	27551926	Ensembl	247
ENST00000442640	RP11-476B13.2	2	2.138	chr9	-	95439224	95439689	Ensembl	465
ENST00000417373	AC010518.3	2	2.138	chr19	-	54797901	54798219	Ensembl	170
ENST00000415417	RP11-319I23.2	2	2.138	chr10	+	120117070	120124615	Ensembl	488
ENST00000510667	TARM1	2	2.138	chr4	+	79892901	80229626	Ensembl	534
NR_001446	ANXA2P3	2	2.138	chr10	+	66585284	66586634	RefSeq_NR	1350
AF147424		2	2.138	chr5	-	142326133	142326670	predicted	537
ENST00000416673	RPL23AP7	2	2.138	chr2	-	114368271	114384617	Ensembl	1885
ENST00000507651	RP11-366M4.15	2	2.138	chr4	-	165947412	165948096	Ensembl	684
ENST00000457632	RP11-799O21.2	2	2.138	chr10	-	6933418	6962434	Ensembl	299
NR_024252	LOC729375	2	2.138	chr3	-	129816624	129830276	RefSeq_NR	2116
ENST00000454392	RP11-715L17.1	2	2.138	chr7	+	61821868	61822186	Ensembl	318
ENST00000366200	AC131568.1	2	2.138	chr8	+	131085392	131085648	Ensembl	246
ENST00000417000	AC017104.4	2	2.138	chr2	-	232301811	232302132	Ensembl	321
ENST00000404167	COX6A1P3	2	2.138	chr6	+	121102365	121102658	Ensembl	293
ENST00000485582	MT-CO3	2	2.138	chr3	-	106615737	106616518	Ensembl	781
uc003dpu.2	BC039495	2	2.138	chr3	+	75721423	75728453	UCSC_kg	1450
ENST00000514549	RP11-61K20.1	2	2.138	chr5	-	20158770	20159082	Ensembl	312
BC006795		2	2.138	chr12	+	69235438	69236392	NRED	974
G65570		2	2.138	chrX	-	49143259	49143852	predicted	593
ENST00000442554	RP11-548K12.7	2	2.138	chr7	+	57830671	57830879	Ensembl	208
G36642		2	2.138	chr15	-	86250679	86251034	predicted	355
ENST00000429946	AC009238.5	2	2.138	chr2	-	96034254	96034633	Ensembl	379
